V1,V2,V3,V4,V5,V7,V8,V9,V10,FAE,Order,Condition,Q1,Q2,Q3,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q29,Q30,Q32,DV_1,Gender,Gender_TEXT,Age,Ethnicity,Ethnicity_TEXT,Religion,Religion_TEXT,Q37,Q38,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q58,Q60,Q62,Q64,Q66,Q68,Q70,Q72,Q74,Q76,Q78,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q64,Q66,Q68,Q40,Q41,Q42,Q43,Q83,LocationLatitude,LocationLongitude,LocationAccuracy
R_3ReI0h0MbI9jxCp,Default Response Set,Anonymous,,,0,11/28/16 12:13,11/28/16 12:22,1,Anti,FAE Second,Analytic,1,1,3,1,1,0,0,34.048,0,1,1,0,0,34.496,0,1,1,0,0,31.856,0,1,1,0,0,32.562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,95,2,,17,1,,8,,1,1,,,,2,2,4,2,6,3,1,6,6,6,6,6,6,6,1,3,4,3,2,2,1,4,3,6,6,4,6,5,4,1,4,4,3,5,5,1,1,1,yes,yes,I have no idea,N/A,1,38.08880615,-78.55919647,-1
R_1imrV8ieSeI8SXP,Default Response Set,Anonymous,,,0,11/28/16 12:29,11/28/16 12:36,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,44.845,0,1,1,21.424,21.424,32.296,1,1,1,0,0,33.078,0,1,1,0,0,34.248,0,1,1,1,0,2,,19,7,,11,,1,3,,,,6,6,6,4,1,4,1,3,6,5,4,7,4,4,1,2,2,2,1,2,1,6,3,4,3,3,3,3,3,1,4,4,4,4,4,1,1,1,yes,no,i dont know,no,1,38.08880615,-78.55919647,-1
R_7VD4EIKhIM1tF05,Default Response Set,Anonymous,,,0,11/28/16 12:38,11/28/16 12:47,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.571,0,1,1,0,0,49.96,0,1,1,0,0,55.833,0,1,1,0,0,47.888,0,1,2,1,80,1,,20,1,,11,,1,3,1,1,1,3,4,5,5,3,4,1,4,6,3,3,4,5,5,1,2,2,2,3,3,1,2,2,2,3,3,2,3,3,1,3,4,4,4,3,,,,yes,yes,none,no,1,38.08880615,-78.55919647,-1
R_2cpgqHkcUUPjbBK,Default Response Set,Anonymous,,,0,11/28/16 12:36,11/28/16 12:47,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,33.401,0,1,1,0,0,34.596,0,1,1,0,0,34.144,0,1,1,0,0,33.744,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,2,,2,,1,3,1,1,1,5,5,1,6,6,4,1,2,3,1,3,5,3,5,1,1,1,1,1,1,1,3,4,7,6,6,6,4,4,1,7,4,4,3,1,,,,yes,yes,determing a social economic background based on religion and race and using that to see how it influences opinion on affirmative action,asking political party since that influences opinion on affirmative action,1,38.08880615,-78.55919647,-1
R_yEGP3YsHsg54dCV,Default Response Set,Anonymous,,,0,11/28/16 12:50,11/28/16 12:58,1,Pro,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.303,0,1,1,0,0,46.669,0,1,1,43.639,43.639,44.123,1,1,1,0,0,36.864,0,1,3,1,50,2,,18,1,,2,,1,1,1,1,1,3,4,2,4,5,3,1,5,5,3,5,5,2,6,1,2,1,3,5,2,1,3,2,3,3,5,5,5,2,1,3,3,4,5,4,,,,yes,no,Not sure,no,1,38.08880615,-78.55919647,-1
R_1dht34DYkvPko0q,Default Response Set,Anonymous,,,0,11/28/16 12:59,11/28/16 13:09,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.099,0,1,1,0,0,33.501,0,1,1,0,0,34.059,0,1,1,32.743,32.743,33.387,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,10,White/ Black,2,,1,3,,,,5,5,5,5,6,3,1,4,5,4,3,6,6,7,1,3,2,3,2,2,1,2,2,6,6,3,6,3,3,1,4,5,3,3,3,1,1,1,yes,no,,no,1,38.08880615,-78.55919647,-1
R_3HSKdHmiq5hxXvT,Default Response Set,Anonymous,,,0,11/28/16 8:04,11/28/16 13:14,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.454,0,1,1,0,0,34.673,0,1,1,0,0,40.997,0,1,1,0,0,33.042,0,1,2,1,20,2,,19,1,,11,,1,3,1,1,1,5,5,3,3,6,5,1,4,4,4,3,3,3,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,1,4,6,4,1,3,,,,Yes,No,I am not sure,No,1,38.03289795,-78.51370239,-1
R_SUenuo5oEJ3PDUJ,Default Response Set,Anonymous,,,0,11/28/16 13:05,11/28/16 13:15,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,32.295,0,1,1,0,0,32.023,0,1,1,0,0,31.555,0,1,1,0,0,31.897,0,1,2,1,20,2,,19,1,,1,,1,3,1,1,1,3,3,3,4,6,3,1,5,6,5,3,7,6,6,1,2,3,3,2,1,1,3,3,6,6,3,6,5,5,1,5,6,6,6,6,,,,Yes,No ,"All have something to do with power dynamics, esp. related to discrimination and affirmative action. ",N/A ,1,38.03289795,-78.51370239,-1
R_1msHkjcNybbQamM,Default Response Set,Anonymous,,,0,11/28/16 12:43,11/28/16 13:35,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,2559.473,0,1,1,0,0,31.875,0,1,1,0,0,32.308,0,1,1,0,0,37.719,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,98,1,,19,2,,1,,1,3,,,,5,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,1,1,2,1,1,1,yes,no,I don't know ,no,1,38.08880615,-78.55919647,-1
R_1I4Xau1IvUuWQt8,Default Response Set,Anonymous,,,0,11/27/16 22:35,11/28/16 13:46,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,33.579,0,1,1,0,0,32.732,0,1,1,0,0,32.632,0,1,1,0,0,32.621,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,92,2,,19,1,,1,,1,3,,,,3,2,2,3,5,5,1,3,3,5,5,6,6,6,1,2,2,2,2,2,1,2,3,5,6,6,6,5,3,1,5,5,5,3,5,1,1,1,yes,no,"the thinker statue pictures were to remind us to think deeply about the questions, and certain religions have different political beliefs, so you wanted to see how accurate my religious beliefs correspond to my political ones. ",,1,38.08880615,-78.55919647,-1
R_2QVTC4XBzntoQ5U,Default Response Set,Anonymous,,,0,11/21/16 13:52,11/21/16 13:53,0,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.213,35.585,36.88,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3E9y3kltfEonEqt,Default Response Set,Anonymous,,,0,11/28/16 15:07,11/28/16 15:17,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.016,0,1,1,0,0,32.328,0,1,1,0,0,32.744,0,1,1,0,0,44.552,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,97,2,,18,6,,3,,1,2,,,,3,2,3,3,6,4,1,6,7,5,4,5,3,6,1,3,2,3,3,2,1,3,4,5,6,5,6,6,5,1,4,5,5,3,5,1,1,1,yes,no,no relationship,nope,1,38.08880615,-78.55919647,-1
R_ZCY1kWfojBzYrLj,Default Response Set,Anonymous,,,0,11/28/16 15:14,11/28/16 15:27,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,82.306,0,1,1,0,0,33.682,0,1,1,0,0,33.611,0,1,1,0,0,36.274,0,1,2,1,76,1,,18,1,,11,,1,3,1,1,1,3,3,2,2,5,4,1,5,7,5,5,6,6,7,1,4,1,2,5,1,1,3,6,6,6,5,6,3,6,1,6,6,6,6,6,,,,Yes,No,None,No,1,38.08880615,-78.55919647,-1
R_1q9E8vw02qh67bH,Default Response Set,Anonymous,,,0,11/28/16 16:06,11/28/16 16:19,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,32.031,0,1,1,0,0,38.336,0,1,1,0,0,32.535,0,1,1,0,0,31.817,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,1,,18,1,,2,,1,3,1,1,1,5,3,2,2,6,4,1,6,7,6,6,6,6,6,1,3,1,5,5,2,1,6,6,7,5,6,7,5,5,1,3,6,3,7,6,,,,Yes,The three mini-tests are strangely put together,The pondering/struggling man might need help to improve his condition.,None,1,38.03289795,-78.51370239,-1
R_poctzy8xJXktE41,Default Response Set,Anonymous,,,0,11/28/16 16:15,11/28/16 16:22,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.883,0,1,1,33.67,33.67,34.755,1,1,1,0,0,33.139,0,1,1,0,0,31.789,0,1,2,1,100,2,,19,1,,12,Episcopalian ,1,3,,,,4,4,2,5,5,4,1,5,5,1,3,2,2,2,1,2,1,2,2,1,1,2,2,3,2,2,3,2,1,1,3,3,3,1,4,1,1,1,yes,the pictures were strange,not sure,none,1,38.03289795,-78.51370239,-1
R_1l6l94pY9RXSSgk,Default Response Set,Anonymous,,,0,11/28/16 16:13,11/28/16 16:33,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.376,0,1,1,0,0,36.513,0,1,1,0,0,33.24,0,1,1,0,0,33.647,0,1,1,1,70,2,,18,5,,6,,1,1,,,,5,5,3,4,5,4,1,6,6,5,3,7,6,7,1,3,1,2,2,2,1,2,1,6,7,3,7,5,3,1,2,5,5,5,5,1,1,1,yes,no,no idea,no,1,37.21409607,-80.0625,-1
R_bgBd6OmXokStAGt,Default Response Set,Anonymous,,,0,11/28/16 16:23,11/28/16 16:38,1,Pro,FAE Second,Analytic,1,1,1,1,1,36.704,38.434,40.607,2,1,1,0,0,33.36,0,1,1,0,0,33.513,0,1,1,0,0,33.412,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,70,2,,18,1,,2,,1,3,1,1,1,3,3,2,3,6,3,1,6,3,2,3,3,2,5,1,3,1,1,1,2,1,3,5,3,5,3,4,2,3,1,4,4,4,3,2,,,,yes,no,All the mini-studies were used to have me intently analyze information given.,,1,38.08880615,-78.55919647,-1
R_2tro1C5aCDEjR7s,Default Response Set,Anonymous,,,0,11/28/16 16:33,11/28/16 16:40,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,33.731,0,1,1,0,0,41.959,0,1,1,0,0,31.786,0,1,1,0,0,32.803,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,1,,18,1,,11,,1,3,1,1,1,4,4,4,4,4,3,1,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,,,,yas,nope,they all involve dead babies,venmo ,1,38.08880615,-78.55919647,-1
R_2zAOavUemA5nb7E,Default Response Set,Anonymous,,,0,11/28/16 17:19,11/28/16 17:28,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.642,0,1,1,0,0,33.223,0,1,1,0,0,33.885,0,1,1,0,0,32.98,0,1,2,1,55,1,,18,6,,5,,1,3,,,,4,5,2,4,6,4,1,5,6,6,5,6,5,6,1,2,2,2,2,2,1,3,3,5,5,4,4,4,4,1,4,4,4,4,4,1,1,1,yes,not really ,not really,no,1,38.08880615,-78.55919647,-1
R_3MScE5Oj8x0pScc,Default Response Set,Anonymous,,,0,11/28/16 18:14,11/28/16 18:22,1,Pro,FAE First,Analytic,1,1,2,1,1,0,0,37.329,0,1,1,0,0,33.298,0,1,1,0,0,37.583,0,1,1,0,0,38.131,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,92,2,,18,1,,10,,1,3,1,1,1,2,2,5,5,6,2,1,3,3,2,3,5,4,5,1,3,2,3,2,2,1,3,4,5,5,4,5,3,4,1,3,4,3,3,3,,,,yes,no,religious affiliation and political/policy beliefs,no,1,38.03289795,-78.51370239,-1
R_2trmpaT9iYkSR6Z,Default Response Set,Anonymous,,,0,11/28/16 18:36,11/28/16 18:45,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,43.056,0,1,1,0,0,35.239,0,1,1,0,0,38.96,0,1,1,0,0,64.162,0,1,2,1,70,2,,19,3,,11,,1,3,1,1,1,3,4,5,1,5,4,1,7,7,6,6,7,5,7,1,3,1,2,1,1,1,6,6,7,7,6,7,7,5,1,6,5,7,5,4,,,,yes,no,see how liberal people are,no,1,38.03289795,-78.51370239,-1
R_pyfhGT6RCKUS0Kt,Default Response Set,Anonymous,,,0,11/28/16 18:27,11/28/16 20:18,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,84.862,0,1,1,7.796,7.796,41.528,1,1,1,0,0,43.229,0,1,1,65.852,73.678,76.127,6,1,3,1,39,2,,17,5,,11,,1,1,,,,4,4,3,4,4,3,1,3,7,4,6,6,7,7,1,2,2,3,2,2,1,2,2,2,7,3,6,4,3,1,5,3,3,3,3,1,1,1,yes,yes,i don't know,i don't know,1,38.08880615,-78.55919647,-1
R_eLiYtfW8POWuSpX,Default Response Set,Anonymous,,,0,11/21/16 20:51,11/21/16 20:51,0,Pro,FAE First,Analytic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3iwg0ntS2c2nDbh,Default Response Set,Anonymous,,,0,11/28/16 15:32,11/28/16 22:12,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.318,0,1,1,0,0,55.452,0,1,1,33.863,33.863,34.82,1,1,1,0,0,32.811,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,100,2,,18,1,,1,,1,2,,,,7,3,3,5,6,4,1,3,5,2,3,5,5,6,1,3,2,3,2,1,1,5,5,5,5,5,5,3,3,1,5,6,3,5,3,1,1,1,yes,no,nothing I can tell,no,1,38.08880615,-78.55919647,-1
R_7UQYhYZbfhKQVFv,Default Response Set,Anonymous,,,0,11/21/16 23:56,11/22/16 0:06,0,Anti,FAE First,Analytic,1,1,2,1,1,0,0,36.088,0,1,1,0,0,32.498,0,1,1,0,0,33.552,0,1,1,0,0,31.431,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,2,,18,1,,1,,1,3,,,,2,2,2,1,6,5,1,6,7,6,6,7,7,6,1,3,2,2,2,2,1,5,2,5,6,5,6,5,5,1,5,6,6,7,7,1,1,1,yes,no,thinking and perspective,no,,,,-1
R_5jXdYws2fH1uKtj,Default Response Set,Anonymous,,,0,11/28/16 23:09,11/29/16 2:05,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,36.147,0,1,1,0,0,87.147,0,1,1,0,0,34.998,0,1,1,0,0,114.406,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,40,1,,19,1,,1,,1,3,,,,4,4,4,4,4,3,1,3,3,3,1,6,3,7,1,1,1,1,2,1,1,3,1,6,5,6,2,1,5,1,4,2,7,6,2,1,1,1,Yes,No,They all evaluated me ,No,1,38.08880615,-78.55919647,-1
R_1joy17zicumJ6WV,Default Response Set,Anonymous,,,0,11/29/16 8:13,11/29/16 8:25,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.22,0,1,1,0,0,35.065,0,1,1,0,0,34.327,0,1,1,0,0,33.574,0,1,2,1,67,2,,18,1,,10,,1,3,,,,5,6,6,4,6,4,1,3,6,3,3,6,3,6,1,4,2,2,4,3,1,5,3,5,5,3,5,3,5,1,3,6,6,3,4,1,1,1,Yes,No,I think it's connecting religion and ideology maybe? ,No,1,38.03289795,-78.51370239,-1
R_RbmgnUXi92ME8XD,Default Response Set,Anonymous,,,0,11/29/16 8:25,11/29/16 8:35,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,32.442,0,1,1,0,0,31.982,0,1,1,0,0,47.293,0,1,1,0,0,31.749,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,80,1,,18,5,,6,,1,3,1,1,1,2,2,5,2,6,4,1,7,7,6,7,7,7,7,1,3,1,2,2,1,1,3,3,6,6,6,7,5,3,1,7,7,7,7,7,,,,Yes,The pictures,Correlation between religious feeling and views on race/affirmative action.,Didn't really understand the Thinker pictures.,1,38.08880615,-78.55919647,-1
R_31ocxT4YaELkOFw,Default Response Set,Anonymous,,,0,11/29/16 9:08,11/29/16 9:22,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60.571,61.466,63.255,4,1,1,0,0,37.469,0,1,1,0,0,56.992,0,1,1,0,0,35.07,0,1,2,1,65,2,,21,1,,1,,1,3,,,,6,6,2,7,5,4,1,5,5,1,1,2,1,2,1,2,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,Yes,No,I don't see a relationship,Wording on first questionnaire was complicated,1,38.03289795,-78.51370239,-1
R_3wL08xVJZsYb2DL,Default Response Set,Anonymous,,,0,11/29/16 9:45,11/29/16 9:56,1,Anti,FAE First,Analytic,1,1,3,1,1,0,0,35.942,0,1,1,0,0,32.251,0,1,1,0,0,37.263,0,1,1,0,0,37.614,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,100,1,,20,4,,3,,1,2,,,,4,3,5,6,5,3,1,2,2,4,2,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,2,4,1,1,1,yes,no,,,1,37.9875946,-78.6085968,-1
R_6rsDkS1xMj0sgbD,Default Response Set,Anonymous,,,0,11/29/16 9:25,11/29/16 10:06,1,Pro,FAE First,Analytic,1,1,3,1,1,0,0,39.208,0,1,1,0,0,138.921,0,1,1,0,0,240.292,0,1,1,0,0,69.522,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,60,2,,19,1,,12,,1,3,1,1,1,2,2,3,1,5,2,1,7,6,5,5,7,7,7,1,3,3,2,3,1,1,3,3,6,5,5,5,1,3,1,4,4,5,4,4,,,,For the most part,The correlation between the mini-studies,Whether religious attitudes correlate with acceptance of affirmative action?,n/a,1,37.9875946,-78.6085968,-1
R_3oA6GWutfAnFlB0,Default Response Set,Anonymous,,,0,11/29/16 12:02,11/29/16 12:14,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.633,32.633,39.375,1,1,1,0,0,39.042,0,1,1,0,0,44.438,0,1,1,0,0,40.301,0,1,2,1,70,1,,18,1,,11,,1,3,1,1,1,2,2,2,7,1,4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,,,,yes,somewhat,no idea,no,1,38.03289795,-78.51370239,-1
R_3q8LaDtobe6WMxu,Default Response Set,Anonymous,,,0,11/29/16 12:14,11/29/16 12:33,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,40.879,0,1,1,0,0,32.135,0,1,1,0,0,32.802,0,1,1,0,0,32.632,0,1,2,1,7,1,,18,1,,11,,1,3,,,,6,6,3,3,6,5,1,6,7,4,5,6,3,6,1,3,1,3,2,5,1,7,5,7,7,6,5,6,6,1,6,7,6,7,7,1,1,1,Yes,Not necessarily,Moderate ideological correlation,No,1,38.08880615,-78.55919647,-1
R_Zqvm3s8dzvznykp,Default Response Set,Anonymous,,,0,11/29/16 12:47,11/29/16 13:00,1,Pro,FAE Second,Analytic,1,1,3,1,1,0,0,35.455,0,1,1,35.449,35.449,36.121,1,1,1,0,0,33.116,0,1,1,0,0,119.78,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,90,1,,19,1,,2,,1,3,1,1,1,3,3,3,4,5,3,1,4,4,4,4,4,5,6,1,1,1,1,2,1,1,2,2,3,4,3,4,3,2,1,4,3,4,3,3,,,,Yes,No,No relationship,No,1,38.08880615,-78.55919647,-1
R_1dyINIRFHIj59lf,Default Response Set,Anonymous,,,0,11/29/16 12:48,11/29/16 13:03,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,14.415,112.357,114.854,4,1,1,0,0,39.849,0,1,1,0,0,37.248,0,1,1,0,0,32.707,0,1,2,1,100,1,,20,1,,12,,1,3,1,1,1,2,2,3,7,7,3,1,7,4,1,1,6,4,6,1,1,1,1,1,2,1,7,4,6,6,4,3,3,6,1,1,2,1,2,2,,,,Yes,No,Perspective shifts. All very interesting,"Nope, good job",1,37.9875946,-78.6085968,-1
R_XFWZmq71dAlSpoZ,Default Response Set,Anonymous,,,0,11/22/16 18:06,11/29/16 8:54,0,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,37.322,0,1,1,0,0,37.583,0,1,1,0,0,34.86,0,1,1,0,0,60.83,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,85,1,,19,5,,6,,1,2,,,,6,6,3,5,6,3,1,3,3,3,3,5,4,6,1,1,1,2,2,2,1,2,3,3,3,3,3,3,3,1,5,5,3,5,5,1,1,1,Yes,Not really,They check my background to see if there is any pattern associated with my answers,,,,,-1
R_1LkG15g39QE5rFn,Default Response Set,Anonymous,,,0,11/23/16 6:49,11/23/16 6:57,0,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,41.751,0,1,1,0,0,32.711,0,1,1,0,0,34.298,0,1,1,0,0,32.651,0,1,2,1,100,2,,19,1,,2,,1,3,1,1,1,3,5,3,4,7,4,1,3,5,3,3,6,5,5,1,3,1,1,1,2,1,2,2,3,5,3,3,3,2,1,3,5,5,3,5,,,,yes,the studies don't really seem related,I'm not sure ,,,,,-1
R_31ACkSMpTT5jtaO,Default Response Set,Anonymous,,,0,11/28/16 9:16,11/28/16 9:26,0,Pro,FAE First,Analytic,1,1,1,1,1,0,0,35.731,0,1,1,0,0,35.978,0,1,1,0,0,35.726,0,1,1,0,0,34.837,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,1,,3,,1,3,1,1,1,4,5,2,3,5,4,1,5,3,4,4,6,6,5,1,2,2,2,2,1,1,2,2,3,4,3,5,5,4,1,4,4,4,4,4,,,,Yes ,No ,Determining the different views different races have on social issues ,no,,,,-1
R_e3CQomaZuFk8o4p,Default Response Set,Anonymous,,,0,11/26/16 15:07,11/26/16 15:17,0,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,23.306,23.306,38.535,1,1,1,0,0,47.648,0,1,1,0,0,57.429,0,1,1,0,0,67.978,0,1,1,1,71,2,,19,1,,10,,1,3,1,1,1,2,3,3,4,6,4,1,2,3,2,4,3,2,3,1,2,2,2,2,1,1,4,2,3,3,2,3,3,2,1,3,3,3,3,3,,,,yes,no,"relationship between gender, race, and age and viewpoints on affirmative action",no,,,,-1
R_AKCsBuLrKCx2y6l,Default Response Set,Anonymous,,,0,11/26/16 14:54,11/26/16 15:08,0,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,33.63,0,1,1,0,0,34.056,0,1,1,0,0,33.582,0,1,1,0,0,36.006,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,65,2,,20,3,,1,,1,3,1,1,1,5,5,5,3,7,5,1,5,5,7,7,7,7,7,1,3,3,4,3,5,1,4,5,7,7,6,7,7,7,1,4,5,5,6,6,,,,yes,i didn't understand the purpose of looking at the 4 pictures for 30 seconds since i didn't have to do anything with that information later.,two of the mini studies were gauging my political opinions,nope,,,,-1
R_ut7SJ1sRJKJXfO1,Default Response Set,Anonymous,,,0,11/22/16 14:31,11/22/16 14:37,0,Anti,FAE First,Analytic,1,1,1,1,1,0,0,274.273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_20Pc9mRT7xeghwO,Default Response Set,Anonymous,,,0,11/29/16 14:53,11/29/16 15:03,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.882,0,1,1,0,0,33.349,0,1,1,0,0,44.113,0,1,1,0,0,34.097,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,99,1,,18,10,,8,,1,3,,,,4,2,3,4,4,5,1,5,5,4,5,3,5,6,1,1,1,2,1,1,1,4,2,6,5,2,2,5,3,1,4,2,4,4,3,1,1,1,Yes,Yes,No clue,Nope,1,38.08880615,-78.55919647,-1
R_3R1uEFb74AKnOfJ,Default Response Set,Anonymous,,,0,11/29/16 16:01,11/29/16 16:17,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.393,0,1,1,0,0,35.23,0,1,1,0,0,34.356,0,1,1,0,0,37.482,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,,18,10,White and Hispanic,1,,1,3,,,,5,5,5,3,2,4,1,5,5,2,3,6,3,6,1,2,2,1,2,1,1,4,3,6,3,3,5,3,3,1,4,3,3,5,3,1,1,1,yes,yes,Not sure,no,1,38.08880615,-78.55919647,-1
R_1jrDMI59Hf5noI9,Default Response Set,Anonymous,,,0,11/29/16 17:00,11/29/16 17:12,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,50.283,0,1,1,0,0,33.964,0,1,1,0,0,32.94,0,1,1,0,0,35.756,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,2,,18,1,,1,,1,3,1,1,1,1,2,3,1,2,3,1,6,6,6,6,7,7,6,1,3,2,2,2,2,1,5,5,6,6,6,6,4,5,1,6,6,5,6,7,,,,yes,no,perspective,no,1,38.03289795,-78.51370239,-1
R_xmeg7uO36FsC9UJ,Default Response Set,Anonymous,,,0,11/29/16 16:10,11/29/16 17:12,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.217,0,1,1,0,0,36.349,0,1,1,0,0,37.089,0,1,1,0,0,35.46,0,1,2,1,100,1,,20,1,,1,,1,3,1,1,1,2,2,3,3,2,5,1,6,6,3,4,3,4,4,1,2,1,3,3,3,1,5,3,6,4,5,5,3,5,1,4,5,3,6,3,,,,Yes,Slightly,Perception of society,N/A,1,37.9875946,-78.6085968,-1
